drug_name_norm	chembl_id	drug_class	drug_class_label	n_sources	sources	max_phase	is_approved	hnscc_indication	cmap_score	n_de_genes	n_up_genes	n_down_genes	de_genes	primary_target	primary_target_centrality	primary_pi	module_id	module_name	tier	is_network_hub	has_credible_target	s_reversal	s_regulatory	s_breadth	TargetPriority	DrugViability	composite_score	final_score
CUSTIRSEN	CHEMBL2108309	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	3	FALSE	FALSE	NA	1	0	1	CLU	CLU	0.10477481764193	0.502170046143065	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.283602670467441	0.2	0.250161602280465	0.250161602280465
PACLITAXEL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.781011817779307	4	3	1	ASS1|CASP3|EGFR|MMP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.781011817779307	0.5	0.5	0	0.612404727111723	0.244961890844689	0.244961890844689
AVN-944	CHEMBL3349001	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	0	1	IMPDH2	IMPDH2	0.0242542439196626	0.58019881475232	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.274429300794359	0.2	0.244657580476615	0.244657580476615
ATINUMAB	CHEMBL1742987	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	0	1	RTN4	RTN4	0.0284409886419428	0.566668902017992	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.270643549661165	0.2	0.242386129796699	0.242386129796699
OZANEZUMAB	CHEMBL2108679	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	0	1	RTN4	RTN4	0.0284409886419428	0.566668902017992	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.270643549661165	0.2	0.242386129796699	0.242386129796699
DEZAMIZUMAB	CHEMBL4297966	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	0	1	APCS	APCS	0.0236296365541694	0.559178051643051	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.264626423344166	0.2	0.2387758540065	0.2387758540065
MIRIDESAP	CHEMBL25263	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	0	1	APCS	APCS	0.0236296365541694	0.559178051643051	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.264626423344166	0.2	0.2387758540065	0.2387758540065
FULACIMSTAT	CHEMBL4297596	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	0	1	CMA1	CMA1	1.35581808124496e-06	0.576962995432456	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.25963409364455	0.2	0.23578045618673	0.23578045618673
INDANTADOL	CHEMBL3707400	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	0	1	MAOA	MAOA	0.0293504213321794	0.537283229179549	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.257920184863496	0.2	0.234752110918097	0.234752110918097
DAVANAT	CHEMBL4297960	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	0	1	LGALS1	LGALS1	1.27344230612782e-05	0.557453650562009	1	M1_multicellular_organism_develop	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.250861146685588	0.2	0.230516688011353	0.230516688011353
SIROLIMUS	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.677886136114177	4	3	1	DCN|EGFR|EML4|FKBP4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.677886136114177	0.5	0.5	0	0.571154454445671	0.228461781778268	0.228461781778268
VORINOSTAT	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.657340212073847	1	0	1	GNA11	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.657340212073847	0.5	0.5	0	0.562936084829539	0.225174433931816	0.225174433931816
FLUDARABINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.636426957561707	2	1	1	MPO|NIPSNAP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.636426957561707	0.5	0.5	0	0.554570783024683	0.221828313209873	0.221828313209873
THIORIDAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.630542306090927	2	1	1	CBX1|SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.630542306090927	0.5	0.5	0	0.552216922436371	0.220886768974548	0.220886768974548
GSK-2586881	CHEMBL4297887	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	0	1	AGT	AGT	0.0330431683605032	0.473042928200251	5	M5_defense_response	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.23104306028839	0.2	0.218625836173034	0.218625836173034
IMATINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.604188081317332	2	2	0	ATIC|EGFR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.604188081317332	0.5	0.5	0	0.541675232526933	0.216670093010773	0.216670093010773
SORAFENIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.599705652798288	3	1	2	CDH13|DPT|EGFR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.599705652798288	0.5	0.5	0	0.539882261119315	0.215952904447726	0.215952904447726
GEMCITABINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.590605542147599	3	2	1	CDA|NIPSNAP2|TNC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.590605542147599	0.5	0.5	0	0.53624221685904	0.214496886743616	0.214496886743616
FULVESTRANT	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.588322177952669	1	1	0	EML4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.588322177952669	0.5	0.5	0	0.535328871181068	0.214131548472427	0.214131548472427
AXITINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.570379322848573	1	1	0	FABP5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.570379322848573	0.5	0.5	0	0.528151729139429	0.211260691655772	0.211260691655772
LETROZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.566120280217318	1	1	0	MMP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.566120280217318	0.5	0.5	0	0.526448112086927	0.210579244834771	0.210579244834771
THALIDOMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.562274470573904	1	0	1	VWF	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.562274470573904	0.5	0.5	0	0.524909788229562	0.209963915291825	0.209963915291825
TRIFLUOPERAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.559635118887804	2	1	1	ALDH2|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.559635118887804	0.5	0.5	0	0.523854047555122	0.209541619022049	0.209541619022049
SELUMETINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.558438592034365	2	1	1	EML4|GNA11	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.558438592034365	0.5	0.5	0	0.523375436813746	0.209350174725498	0.209350174725498
TRIAMCINOLONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.53423626237393	1	0	1	SERPINA6	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.53423626237393	0.5	0.5	0	0.513694504949572	0.205477801979829	0.205477801979829
EVEROLIMUS	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.525756769270355	1	0	1	ETFB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.525756769270355	0.5	0.5	0	0.510302707708142	0.204121083083257	0.204121083083257
IDELALISIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.523407568751278	1	0	1	F5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.523407568751278	0.5	0.5	0	0.509363027500511	0.203745211000204	0.203745211000204
RISPERIDONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.500464445394431	3	0	3	A2M|ALDH1A1|SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.500464445394431	0.5	0.5	0	0.500185778157772	0.200074311263109	0.200074311263109
RILUZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.499212740774558	1	1	0	ARG1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.499212740774558	0.5	0.5	0	0.499685096309823	0.199874038523929	0.199874038523929
LEVOTHYROXINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.493004025627783	1	1	0	SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.493004025627783	0.5	0.5	0	0.497201610251113	0.198880644100445	0.198880644100445
NIMODIPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.485148960934929	2	1	1	ATP1B1|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.485148960934929	0.5	0.5	0	0.494059584373972	0.197623833749589	0.197623833749589
PROGESTERONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.481936957828705	2	1	1	ALDH1A1|NME2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.481936957828705	0.5	0.5	0	0.492774783131482	0.197109913252593	0.197109913252593
DEXAMETHASONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.480255756868759	5	3	2	HSPA8|KRT19|NR5A1|S100A10|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.480255756868759	0.5	0.5	0	0.492102302747504	0.196840921099001	0.196840921099001
SUPROFEN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.479906000262368	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.479906000262368	0.5	0.5	0	0.491962400104947	0.196784960041979	0.196784960041979
ALPROSTADIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.476148184626555	2	0	2	A2M|APOC3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.476148184626555	0.5	0.5	0	0.490459273850622	0.196183709540249	0.196183709540249
BARICITINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.469091270355557	1	0	1	ENO3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.469091270355557	0.5	0.5	0	0.487636508142223	0.195054603256889	0.195054603256889
SIMVASTATIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.450732828564973	1	1	0	MMP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.450732828564973	0.5	0.5	0	0.480293131425989	0.192117252570396	0.192117252570396
CLOZAPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.444134759769247	5	1	4	A2M|ALDH1A1|ALDH2|CBX1|SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.444134759769247	0.5	0.5	0	0.477653903907699	0.19106156156308	0.19106156156308
REGORAFENIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.44345009838038	1	1	0	EGFR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.44345009838038	0.5	0.5	0	0.477380039352152	0.190952015740861	0.190952015740861
METHYLPREDNISOLONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.439418599035884	1	1	0	SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.439418599035884	0.5	0.5	0	0.475767439614354	0.190306975845741	0.190306975845741
PAZOPANIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.436071263412425	1	0	1	DPT	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.436071263412425	0.5	0.5	0	0.47442850536497	0.189771402145988	0.189771402145988
WARFARIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.431462165032719	1	0	1	VWF	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.431462165032719	0.5	0.5	0	0.472584866013088	0.189033946405235	0.189033946405235
MITOXANTRONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.43131270501058	2	2	0	CBX1|DNMT1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.43131270501058	0.5	0.5	0	0.472525082004232	0.189010032801693	0.189010032801693
LAMIVUDINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.426657378815169	5	3	2	APOA1|CMPK1|NME1|NME2|PCYT1A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.426657378815169	0.5	0.5	0	0.470662951526068	0.188265180610427	0.188265180610427
IBRUTINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.425009129522841	1	1	0	EGFR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.425009129522841	0.5	0.5	0	0.470003651809136	0.188001460723655	0.188001460723655
EPIRUBICIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.42474206167852	1	1	0	SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.42474206167852	0.5	0.5	0	0.469896824671408	0.187958729868563	0.187958729868563
BENAZEPRIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.42348761054443	2	0	2	AGT|SPTA1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.42348761054443	0.5	0.5	0	0.469395044217772	0.187758017687109	0.187758017687109
AZATHIOPRINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.419286989803331	3	1	2	HBB|IMPDH2|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.419286989803331	0.5	0.5	0	0.467714795921332	0.187085918368533	0.187085918368533
OLANZAPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.417574568664709	3	0	3	A2M|GSTM3|SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.417574568664709	0.5	0.5	0	0.467029827465884	0.186811930986353	0.186811930986353
CABERGOLINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.41651165188837	3	0	3	A2M|ALDH1A1|ALDH2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.41651165188837	0.5	0.5	0	0.466604660755348	0.186641864302139	0.186641864302139
ORLISTAT	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.414917949200795	2	1	1	CRIP1|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.414917949200795	0.5	0.5	0	0.465967179680318	0.186386871872127	0.186386871872127
DABRAFENIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.414283329386038	1	1	0	EML4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.414283329386038	0.5	0.5	0	0.465713331754415	0.186285332701766	0.186285332701766
FLUTAMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.41386632430756	1	1	0	MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.41386632430756	0.5	0.5	0	0.465546529723024	0.18621861188921	0.18621861188921
OMEPRAZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.412888500264087	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.412888500264087	0.5	0.5	0	0.465155400105635	0.186062160042254	0.186062160042254
ZIPRASIDONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.412763597995328	2	0	2	A2M|SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.412763597995328	0.5	0.5	0	0.465105439198131	0.186042175679252	0.186042175679252
BENZTHIAZIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.412763144319714	1	0	1	CA2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.412763144319714	0.5	0.5	0	0.465105257727886	0.186042103091154	0.186042103091154
CHLOROQUINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.40722220722498	1	0	1	ASS1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.40722220722498	0.5	0.5	0	0.462888882889992	0.185155553155997	0.185155553155997
MIFEPRISTONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.403706578864175	2	1	1	CBX1|PYGM	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.403706578864175	0.5	0.5	0	0.46148263154567	0.184593052618268	0.184593052618268
PIMOZIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.401936236298871	2	1	1	ALDH1A1|CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.401936236298871	0.5	0.5	0	0.460774494519548	0.184309797807819	0.184309797807819
FLOXURIDINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.401761262679166	1	1	0	DNMT1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.401761262679166	0.5	0.5	0	0.460704505071666	0.184281802028667	0.184281802028667
HYDROXYUREA	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.401169078082685	3	1	2	ASS1|DNMT1|NIPSNAP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.401169078082685	0.5	0.5	0	0.460467631233074	0.18418705249323	0.18418705249323
DAPSONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.400480843703923	1	1	0	HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.400480843703923	0.5	0.5	0	0.460192337481569	0.184076934992628	0.184076934992628
TRETINOIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.400312550429592	4	2	2	AMH|APOA1|BCKDHB|HSPA8	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.400312550429592	0.5	0.5	0	0.460125020171837	0.184050008068735	0.184050008068735
ALPELISIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.394397570245428	1	0	1	F5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.394397570245428	0.5	0.5	0	0.457759028098171	0.183103611239269	0.183103611239269
CARPROFEN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.394243300906736	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.394243300906736	0.5	0.5	0	0.457697320362694	0.183078928145078	0.183078928145078
SILDENAFIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.390272388988356	1	1	0	ARG1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.390272388988356	0.5	0.5	0	0.456108955595342	0.182443582238137	0.182443582238137
SUNITINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.389732563479614	1	0	1	DPT	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.389732563479614	0.5	0.5	0	0.455893025391846	0.182357210156738	0.182357210156738
CARBAMAZEPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.387297776609262	1	1	0	HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.387297776609262	0.5	0.5	0	0.454919110643705	0.181967644257482	0.181967644257482
TEMSIROLIMUS	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.384111836526407	1	0	1	ETFB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.384111836526407	0.5	0.5	0	0.453644734610563	0.181457893844225	0.181457893844225
NORGESTREL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.38401170439643	1	1	0	HSPA5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.38401170439643	0.5	0.5	0	0.453604681758572	0.181441872703429	0.181441872703429
LEVETIRACETAM	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.383955124267208	1	1	0	HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.383955124267208	0.5	0.5	0	0.453582049706883	0.181432819882753	0.181432819882753
CILOSTAZOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.380994733016824	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.380994733016824	0.5	0.5	0	0.45239789320673	0.180959157282692	0.180959157282692
ENFORTUMAB VEDOTIN	CHEMBL3301589	B	B: Approved other cancer	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	NECTIN4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.75	0.75	0	0.45	0.18	0.18
NIVOLUMAB	NA	A	A: Approved + HNSCC evidence	1	DGIdb	NA	FALSE	TRUE	NA	2	2	0	EGFR|GM2A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	1	0.25	0	0.45	0.18	0.18
PEMBROLIZUMAB	NA	A	A: Approved + HNSCC evidence	1	DGIdb	NA	FALSE	TRUE	NA	2	2	0	EGFR|GM2A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	1	0.25	0	0.45	0.18	0.18
PONATINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.374465022222847	1	1	0	EML4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.374465022222847	0.5	0.5	0	0.449786008889139	0.179914403555656	0.179914403555656
SELEGILINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.370729459499898	1	0	1	MAOA	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.370729459499898	0.5	0.5	0	0.448291783799959	0.179316713519984	0.179316713519984
MACITENTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.369780811020822	1	0	1	ALDH1B1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.369780811020822	0.5	0.5	0	0.447912324408329	0.179164929763332	0.179164929763332
FLUOROURACIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.368461438973712	6	4	2	APEX1|EGFR|HBB|HSPA5|OSGEP|TPT1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.368461438973712	0.5	0.5	0	0.447384575589485	0.178953830235794	0.178953830235794
ZILEUTON	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.361996634581885	1	1	0	MMP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.361996634581885	0.5	0.5	0	0.444798653832754	0.177919461533102	0.177919461533102
BUPIVACAINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.361953864049317	1	1	0	HSPA8	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.361953864049317	0.5	0.5	0	0.444781545619727	0.177912618247891	0.177912618247891
PYRAZINAMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.357884337070873	1	1	0	MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.357884337070873	0.5	0.5	0	0.443153734828349	0.17726149393134	0.17726149393134
VALSARTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.356784006534252	1	0	1	ACADM	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.356784006534252	0.5	0.5	0	0.442713602613701	0.17708544104548	0.17708544104548
RIVAROXABAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.356389516923748	1	0	1	F5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.356389516923748	0.5	0.5	0	0.442555806769499	0.1770223227078	0.1770223227078
TRIMIPRAMINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.356326410670345	3	2	1	CBX1|EPHX1|HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.356326410670345	0.5	0.5	0	0.442530564268138	0.177012225707255	0.177012225707255
RUFINAMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.352762593214396	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.352762593214396	0.5	0.5	0	0.441105037285758	0.176442014914303	0.176442014914303
AMBRISENTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.350919985518266	1	0	1	ALDH1B1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.350919985518266	0.5	0.5	0	0.440367994207306	0.176147197682923	0.176147197682923
IRBESARTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.349409752304183	1	0	1	ACADM	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.349409752304183	0.5	0.5	0	0.439763900921673	0.175905560368669	0.175905560368669
VEPALIMOMAB	CHEMBL2108167	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	0	1	AOC3	AOC3	0.0234595598767535	0.324136898960382	14	M14_small_molecule_metabolic_proce	peripheral_diff	FALSE	TRUE	0	0.25	0.5	0.158764362464386	0.2	0.175258617478632	0.175258617478632
RESERPINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.344361590375892	2	1	1	CBX1|CDH13	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.344361590375892	0.5	0.5	0	0.437744636150357	0.175097854460143	0.175097854460143
LENVATINIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.339455037651192	1	1	0	EGFR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.339455037651192	0.5	0.5	0	0.435782015060477	0.174312806024191	0.174312806024191
TETRABENAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.338579896552394	1	0	1	CDH13	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.338579896552394	0.5	0.5	0	0.435431958620958	0.174172783448383	0.174172783448383
ASPIRIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.334436949759705	4	0	4	AGT|CDH13|CPT2|MYOM2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.334436949759705	0.5	0.5	0	0.433774779903882	0.173509911961553	0.173509911961553
RITONAVIR	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.333318756347344	1	0	1	APOC3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.333318756347344	0.5	0.5	0	0.433327502538938	0.173331001015575	0.173331001015575
