drug_name_norm	chembl_id	drug_class	drug_class_label	n_sources	sources	max_phase	is_approved	hnscc_indication	cmap_score	n_de_genes	n_up_genes	n_down_genes	de_genes	primary_target	primary_target_centrality	primary_pi	module_id	module_name	tier	is_network_hub	has_credible_target	s_reversal	s_regulatory	s_breadth	TargetPriority	DrugViability	composite_score	final_score
PERPHENAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.142409346850644	4	1	3	CBX1|CDH13|SERPINA3|UBE2N	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.142409346850644	0.5	0.5	0	0.356963738740258	0.142785495496103	0.142785495496103
CARIPRAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.141193257100836	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.141193257100836	0.5	0.5	0	0.356477302840334	0.142590921136134	0.142590921136134
ROFECOXIB	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.138308706649802	2	0	2	ALDH1A1|CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.138308706649802	0.5	0.5	0	0.355323482659921	0.142129393063968	0.142129393063968
LOMUSTINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.135838085921304	1	1	0	EGFR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.135838085921304	0.5	0.5	0	0.354335234368522	0.141734093747409	0.141734093747409
FLURBIPROFEN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.130105645185986	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.130105645185986	0.5	0.5	0	0.352042258074394	0.140816903229758	0.140816903229758
BETIBEGLOGENE AUTOTEMCEL	CHEMBL4594311	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	0	1	HBB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.5	0.75	0	0.35	0.14	0.14
DEFIBROTIDE	CHEMBL2108396	C	C: Approved non-oncology	3	ChEMBL|DGIdb|OpenTargets	4	TRUE	FALSE	NA	2	1	1	F2|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.5	0.75	0	0.35	0.14	0.14
METHOXYFLURANE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.120187158417829	1	0	1	ATP5F1D	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.120187158417829	0.5	0.5	0	0.348074863367132	0.139229945346853	0.139229945346853
METHYSERGIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.118438884177994	3	0	3	A2M|ALDH1A1|SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.118438884177994	0.5	0.5	0	0.347375553671198	0.138950221468479	0.138950221468479
BRIMONIDINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.116721738518675	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.116721738518675	0.5	0.5	0	0.34668869540747	0.138675478162988	0.138675478162988
NALTREXONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.115328971808602	1	0	1	ALDH2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.115328971808602	0.5	0.5	0	0.346131588723441	0.138452635489376	0.138452635489376
SULINDAC	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.111632523770009	1	0	1	CPT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.111632523770009	0.5	0.5	0	0.344653009508004	0.137861203803201	0.137861203803201
URSODIOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.110642211740681	1	0	1	AKR1C2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.110642211740681	0.5	0.5	0	0.344256884696272	0.137702753878509	0.137702753878509
CLOPIDOGREL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.110621290346279	2	0	2	CDH13|MYOM2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.110621290346279	0.5	0.5	0	0.344248516138512	0.137699406455405	0.137699406455405
NORTRIPTYLINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.110266558555912	1	0	1	EPHX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.110266558555912	0.5	0.5	0	0.344106623422365	0.137642649368946	0.137642649368946
PROFENAMINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.109499383141363	1	1	0	CBX1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.109499383141363	0.5	0.5	0	0.343799753256545	0.137519901302618	0.137519901302618
VINBLASTINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.10492751852885	1	1	0	MMP2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.10492751852885	0.5	0.5	0	0.34197100741154	0.136788402964616	0.136788402964616
NORGESTIMATE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.10388755188745	1	0	1	ATP2A2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.10388755188745	0.5	0.5	0	0.34155502075498	0.136622008301992	0.136622008301992
TROPICAMIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0936166761968544	1	1	0	ARG1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0936166761968544	0.5	0.5	0	0.337446670478742	0.134978668191497	0.134978668191497
MESORIDAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0876299643463083	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0876299643463083	0.5	0.5	0	0.335051985738523	0.134020794295409	0.134020794295409
TENOFOVIR	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0846800093817535	3	2	1	AK4|NME1|NME2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0846800093817535	0.5	0.5	0	0.333872003752701	0.133548801501081	0.133548801501081
CARMUSTINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0786518650482388	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0786518650482388	0.5	0.5	0	0.331460746019296	0.132584298407718	0.132584298407718
ATENOLOL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.077609637125699	1	0	1	SLC4A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.077609637125699	0.5	0.5	0	0.33104385485028	0.132417541940112	0.132417541940112
PREDNISOLONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0761977387096501	1	0	1	CD34	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0761977387096501	0.5	0.5	0	0.33047909548386	0.132191638193544	0.132191638193544
OXYMETHOLONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0700552296634069	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0700552296634069	0.5	0.5	0	0.328022091865363	0.131208836746145	0.131208836746145
LIOTHYRONINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0676827288694057	1	1	0	NR5A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0676827288694057	0.5	0.5	0	0.327073091547762	0.130829236619105	0.130829236619105
ILOPERIDONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0624953172060907	1	0	1	SERPINA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0624953172060907	0.5	0.5	0	0.324998126882436	0.129999250752975	0.129999250752975
DESIPRAMINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0623067192110065	2	1	1	EPHX1|HLA-A	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0623067192110065	0.5	0.5	0	0.324922687684403	0.129969075073761	0.129969075073761
ZOLMITRIPTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0584752142730595	1	0	1	A2M	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0584752142730595	0.5	0.5	0	0.323390085709224	0.12935603428369	0.12935603428369
METHOTREXATE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0542665553140268	2	2	0	APEX1|ATIC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0542665553140268	0.5	0.5	0	0.321706622125611	0.128682648850244	0.128682648850244
ISOTRETINOIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0541437030289933	1	0	1	CA3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0541437030289933	0.5	0.5	0	0.321657481211597	0.128662992484639	0.128662992484639
SULFINPYRAZONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0538697364668118	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0538697364668118	0.5	0.5	0	0.321547894586725	0.12861915783469	0.12861915783469
PERGOLIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0520890706554806	3	0	3	A2M|ALDH1A1|ALDH2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0520890706554806	0.5	0.5	0	0.320835628262192	0.128334251304877	0.128334251304877
MITOMYCIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0470101341519378	2	0	2	KRT18|VWF	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0470101341519378	0.5	0.5	0	0.318804053660775	0.12752162146431	0.12752162146431
EPROSARTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0464064608602821	1	0	1	ACADM	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0464064608602821	0.5	0.5	0	0.318562584344113	0.127425033737645	0.127425033737645
EMBELIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0455017042130327	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0455017042130327	0.5	0.5	0	0.318200681685213	0.127280272674085	0.127280272674085
TRICHLORMETHIAZIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.040774283997069	1	0	1	CA2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.040774283997069	0.5	0.5	0	0.316309713598828	0.126523885439531	0.126523885439531
SULFAMETHOXAZOLE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0397359254165486	2	2	0	CBX1|MPO	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0397359254165486	0.5	0.5	0	0.315894370166619	0.126357748066648	0.126357748066648
ALPRAZOLAM	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0397027690545944	1	1	0	BRD3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0397027690545944	0.5	0.5	0	0.315881107621838	0.126352443048735	0.126352443048735
HYDRALAZINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0359807331133273	2	1	1	AOC3|MMP9	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0359807331133273	0.5	0.5	0	0.314392293245331	0.125756917298132	0.125756917298132
ALCLOMETASONE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0305682239543016	1	0	1	SERPINA6	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0305682239543016	0.5	0.5	0	0.312227289581721	0.124890915832688	0.124890915832688
THIOTEPA	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0296468260106855	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0296468260106855	0.5	0.5	0	0.311858730404274	0.12474349216171	0.12474349216171
ENFLURANE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0292833749390531	1	0	1	ATP5F1D	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0292833749390531	0.5	0.5	0	0.311713349975621	0.124685339990249	0.124685339990249
HYDROCHLOROTHIAZIDE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0207115548523391	2	1	1	AGT|SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0207115548523391	0.5	0.5	0	0.308284621940936	0.123313848776374	0.123313848776374
DACTINOMYCIN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.017237532734121	2	2	0	APEX1|MTR	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.017237532734121	0.5	0.5	0	0.306895013093648	0.122758005237459	0.122758005237459
EPHEDRINE	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.0139547715955525	1	0	1	ALDH1A1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.0139547715955525	0.5	0.5	0	0.305581908638221	0.122232763455288	0.122232763455288
ALMOTRIPTAN	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.00562004305962609	1	0	1	A2M	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.00562004305962609	0.5	0.5	0	0.30224801722385	0.12089920688954	0.12089920688954
ELTROMBOPAG	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.00562004305962609	1	0	1	F5	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.00562004305962609	0.5	0.5	0	0.30224801722385	0.12089920688954	0.12089920688954
TREPROSTINIL	NA	C	C: Approved non-oncology	2	DGIdb|L2S2	NA	TRUE	FALSE	-0.00562004305962609	1	0	1	APOC3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0.00562004305962609	0.5	0.5	0	0.30224801722385	0.12089920688954	0.12089920688954
LOVOTIBEGLOGENE AUTOTEMCEL	CHEMBL4650269	C	C: Approved non-oncology	2	ChEMBL|OpenTargets	4	TRUE	FALSE	NA	1	0	1	HBB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.5	0.5	0	0.3	0.12	0.12
PABINAFUSP ALFA	CHEMBL4594565	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	1	1	0	TFRC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.5	0.5	0	0.3	0.12	0.12
VOXELOTOR	CHEMBL4101807	C	C: Approved non-oncology	2	DGIdb|OpenTargets	4	TRUE	FALSE	NA	2	0	2	HBA1|HBB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.5	0.5	0	0.3	0.12	0.12
81C6 131I	CHEMBL2109582	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	NA	FALSE	FALSE	NA	1	1	0	TNC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
A27.15	CHEMBL2109494	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	TFRC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
ALEPLASININ	CHEMBL325424	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	SERPINE1	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
APABETALONE	CHEMBL2393130	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	3	FALSE	FALSE	NA	2	1	1	APOA1|BRD3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
BIRABRESIB	CHEMBL3581647	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	BRD3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
E2.3	CHEMBL2109495	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	TFRC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
EZOBRESIB	CHEMBL4297458	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	BRD3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
F16IL2	CHEMBL2109583	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	TNC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
F16SIP 131I	CHEMBL2109584	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	TNC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
GLEMBATUMUMAB	CHEMBL2108707	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	GPNMB	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
MOLIBRESIB	CHEMBL1232461	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	BRD3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
PACTIMIBE	CHEMBL478858	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	2	FALSE	FALSE	NA	1	1	0	SOAT2	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
PLB1003	CHEMBL4650298	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	EML4	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
RO-6870810	CHEMBL4297423	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	1	FALSE	FALSE	NA	1	1	0	BRD3	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
TENATUMOMAB	CHEMBL1743077	D	D: Not approved / Experimental	2	DGIdb|OpenTargets	3	FALSE	FALSE	NA	1	1	0	TNC	NA	0	0	NA	NA	off_network	FALSE	FALSE	0	0.25	0.5	0	0.2	0.08	0.08
