ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0045239	tricarboxylic acid cycle heteromeric enzyme complex	8/662	13/3240	0.615384615384615	3.01185219614223	3.68265705288522	0.00141014423075892	0.0140199633635361	0.0120653142839231	BCKDHB/IDH3A/IDH3B/IDH3G/OGDH/SUCLA2/SUCLG1/SUCLG2	8
GO:0005684	U2-type spliceosomal complex	18/662	44/3240	0.409090909090909	2.00219719857182	3.3913229553578	0.00145704007242292	0.0140199633635361	0.0120653142839231	DDX46/LSM2/LSM4/LSM6/LSM7/PLRG1/PPIE/PPIL1/SF3A1/SF3B2/SF3B4/SNRNP200/SNRNP70/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	18
GO:0120114	Sm-like protein family complex	18/662	44/3240	0.409090909090909	2.00219719857182	3.3913229553578	0.00145704007242292	0.0140199633635361	0.0120653142839231	DDX46/LSM1/LSM2/LSM4/LSM6/LSM7/PPIH/SF3A1/SF3B2/SF3B4/SNRNP200/SNRNP70/SNRPA/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	18
GO:0030532	small nuclear ribonucleoprotein complex	17/662	41/3240	0.414634146341463	2.0293272419129	3.36071192787846	0.0016473169950328	0.0155062664967218	0.013344398540998	DDX46/LSM2/LSM4/LSM6/LSM7/PPIH/SF3A1/SF3B2/SF3B4/SNRNP200/SNRNP70/SNRPA/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	17
GO:0005686	U2 snRNP	9/662	16/3240	0.5625	2.75302114803625	3.56157949517857	0.00168374996973772	0.0155119944020518	0.0133493278675734	DDX46/SF3A1/SF3B2/SF3B4/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	9
GO:0005788	endoplasmic reticulum lumen	44/662	143/3240	0.307692307692308	1.50592609807111	3.13528851246204	0.00183868039424453	0.0165864293897475	0.0142739662184772	APOA1/APOA2/APOA4/APP/CASQ1/CASQ2/CLU/CNPY3/COL12A1/COL3A1/COL4A1/COL4A2/COL5A1/COL5A2/ERO1A/ESD/F2/F5/FGA/FGG/FKBP10/FKBP14/FKBP7/HRC/HSPA5/IGFBP7/ITIH2/KTN1/LAMB1/LGALS1/LRPAP1/MANF/MYDGF/P4HA1/PPIB/RCN3/RNASET2/SERPIND1/SRL/SUMF1/TNC/VCAN/VCPIP1/VTN	44
GO:0005685	U1 snRNP	7/662	11/3240	0.636363636363636	3.11452897555617	3.55933588365845	0.00220058751954713	0.0194460080808961	0.0167348653473617	SNRNP70/SNRPA/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	7
GO:0034361	very-low-density lipoprotein particle	8/662	14/3240	0.571428571428571	2.79671989641778	3.41354180250966	0.00270641535993719	0.0229779970755452	0.0197744280168785	APOA1/APOA2/APOA4/APOC3/APOH/APOO/APP/PCYOX1	8
GO:0034385	triglyceride-rich plasma lipoprotein particle	8/662	14/3240	0.571428571428571	2.79671989641778	3.41354180250966	0.00270641535993719	0.0229779970755452	0.0197744280168785	APOA1/APOA2/APOA4/APOC3/APOH/APOO/APP/PCYOX1	8
GO:0071007	U2-type catalytic step 2 spliceosome	8/662	15/3240	0.533333333333333	2.61027190332326	3.16718183210536	0.00477337713566351	0.0397475442258134	0.0342059819033377	PLRG1/PPIE/PPIL1/SNRPD1/SNRPD2/SNRPD3/SNRPE/SNRPF	8
GO:0031983	vesicle lumen	63/662	230/3240	0.273913043478261	1.340601602522	2.7153159418666	0.00525900221427905	0.0429650558260911	0.0369749112980096	A2M/ACTN2/AGA/AGL/ALDOC/APOA1/APOH/APP/ARG1/AZU1/CDA/CHI3L1/CLEC3B/CLU/CTSD/CTSH/EGFR/EPX/F5/FABP5/FAM3C/FCN1/FGA/FGB/FGG/FUCA1/GALNS/GGH/GM2A/GNS/GRN/GYG1/HSPA8/IMPDH2/MAN2B1/MMP8/MPO/NHLRC2/NHLRC3/NME2/NPC2/OLA1/PADI2/PDXK/PGAM1/PNP/PPIE/PRDX6/PSMA2/PSMA5/PSMB1/PTGES2/RNASE2/RNASE3/RNASET2/S100A11/S100A7/SCCPDH/SERPINA3/SERPINB1/SERPINE1/TIMP2/VWF	63
GO:0031674	I band	25/662	75/3240	0.333333333333333	1.63141993957704	2.80320641964772	0.00566768836434201	0.0454464641066684	0.0391103641515999	ACTN2/ANK1/ANK2/ATP2A1/BIN1/CASQ1/CASQ2/CFL2/CRYAB/FHL3/FLNB/HRC/KLHL40/KRT19/KRT8/LDB3/MYH7/MYL3/PARVA/RTN2/SLC4A1/SORBS2/SYNC/TCAP/TTN	25
