ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0016054	organic acid catabolic process	86	-0.675763218405223	-1.7139904637894	4.76546623804799e-05	0.00138425447867108	0.00114992252982271	635	tags=50%, list=19%, signal=41%	56898/3712/3028/2744/1629/6718/7263/9123/51084/1632/9370/1892/38/35/5096/5444/56267/64087/3030/55268/84693/2805/8659/2110/593/1376/3032/2109/2806/594/5860/2108/7915/10449/5446/2875/4329/10455/1384/51181/37/34/11112
GO:0046395	carboxylic acid catabolic process	86	-0.675763218405223	-1.7139904637894	4.76546623804799e-05	0.00138425447867108	0.00114992252982271	635	tags=50%, list=19%, signal=41%	56898/3712/3028/2744/1629/6718/7263/9123/51084/1632/9370/1892/38/35/5096/5444/56267/64087/3030/55268/84693/2805/8659/2110/593/1376/3032/2109/2806/594/5860/2108/7915/10449/5446/2875/4329/10455/1384/51181/37/34/11112
GO:0051252	regulation of RNA metabolic process	481	0.374197797142511	1.32724270706508	5.84246904099366e-05	0.00168108779009723	0.0013965067509108	609	tags=25%, list=19%, signal=24%	6434/10923/27316/5928/26986/7341/86/1956/4904/51808/2023/23650/7175/351/2203/22827/6427/1523/6625/55082/3149/3178/6829/7430/1736/5610/2804/2516/3312/11335/328/1786/11091/8019/11137/4076/10915/10450/56005/54862/7037/8880/1382/6431/4831/375790/6605/4841/51278/4738/1739/8321/494115/4666/22913/7812/64802/23168/7913/8570/3309/27257/4298/6421/6134/23085/10951/7158/8721/3516/55269/5687/5716/7040/23318/8517/2316/2260/23468/5935/5317/6093/5763/11187/10049/51574/7343/408/10250/6429/5725/5478/5315/7295/2130/958/6283/3068/26528/9208/5788/3074/84324/2022/9444/5074/65125/4659/165/27339/6294/10522/11338/79577/999/1499/51593/8761/6128/1991
GO:0009636	response to toxic substance	92	-0.667218521740765	-1.70993335018065	6.68167785401505e-05	0.00190459041633139	0.00158217398864872	559	tags=37%, list=17%, signal=32%	23256/128/3048/9131/10516/2235/4258/5444/348/27429/3043/3047/3039/3045/216/2098/54996/10935/2052/2947/25824/4259/2946/445/6649/5446/4257/23530/7001/337/10314/4151/9588/948
GO:0003009	skeletal muscle contraction	19	-0.882501506633728	-1.76424168783832	6.9247803071279e-05	0.00195560925340186	0.00162455615977162	272	tags=63%, list=8%, signal=58%	1756/2946/23336/7138/7136/7125/7137/7135/8557/487/4625/844
GO:0060537	muscle tissue development	100	-0.660403509360516	-1.6988206446876	7.25111396803759e-05	0.00202898143142336	0.00168550761188474	416	tags=30%, list=13%, signal=27%	10611/58/6444/84148/7373/4703/8048/131377/1756/7168/140465/10324/4729/1073/150572/7273/88/7137/8470/857/9172/7135/8557/8736/34/4625/844/4634/4633/29895
GO:0090257	regulation of muscle system process	67	-0.721680927052817	-1.75932320240403	7.7127233453132e-05	0.00213852783665502	0.00177650957819798	354	tags=40%, list=11%, signal=37%	7140/10398/476/1264/30845/287/309/1756/7168/274/29995/488/3270/2946/7138/845/183/7125/7137/857/7135/481/487/4625/844/4634/4633
GO:0030029	actin filament-based process	271	-0.547374712387338	-1.53563635206619	7.93389467859689e-05	0.00218003412339824	0.00181098952028286	438	tags=21%, list=13%, signal=20%	10611/4641/7170/7140/55607/58/335/6444/10398/118/55742/476/1264/6281/4703/287/8048/6422/27295/2318/4653/6708/7168/274/488/140465/7169/10324/1073/6710/2275/3880/7111/7138/3856/7273/127294/781/4622/4604/4606/88/857/23171/7148/9172/8557/8736/11155/487/4632/4625/4620/844/4633/29895
GO:0006099	tricarboxylic acid cycle	25	-0.851948999630602	-1.79654480396078	8.45253764177974e-05	0.00228143715109984	0.00189522665149174	370	tags=80%, list=11%, signal=71%	48/3418/6389/3421/55753/50/1737/3420/4967/4190/3419/8801/8802/23530/5162/8803/1431/6390/6391/5160
GO:0002181	cytoplasmic translation	114	0.55054139228909	1.71649434718905	8.40083904660912e-05	0.00228143715109984	0.00189522665149174	971	tags=43%, list=30%, signal=31%	26986/255308/4904/6205/1968/8666/7812/6136/6134/6202/5317/6132/6228/5315/6141/6210/6124/8894/6128/6129/6169/6130/6165/16/6138/6451/6191/6125/6194/6152/6156/9045/6122/6201/6193/6234/6135/28985/1981/6231/6222/7555/8664/6160/85451/6208/6175/8669/6142
